iter	Passed	Remaining
518	6404	5935
519	6413	5920
520	6423	5905
521	6434	5891
522	6456	5888
523	6467	5875
524	6489	5871
525	6503	5860
526	6519	5851
527	6529	5837
528	6539	5822
529	6550	5808
530	6560	5794
531	6571	5780
532	6596	5779
533	6606	5765
534	6617	5751
535	6627	5737
536	6637	5722
537	6647	5708
538	6657	5694
539	6675	5686
540	6689	5675
541	6699	5660
542	6708	5646
543	6718	5631
544	6737	5624
545	6747	5610
546	6756	5595
547	6770	5584
548	6792	5580
549	6802	5565
550	6811	5550
551	6821	5536
552	6830	5521
553	6845	5511
554	6855	5497
555	6865	5482
556	6875	5468
557	6883	5452
558	6909	5450
559	6919	5436
560	6929	5422
561	6953	5419
562	6964	5405
563	6973	5391
564	6983	5376
565	6992	5361
566	7001	5347
567	7011	5332
568	7020	5317
569	7031	5304
570	7047	5294
571	7060	5282
572	7070	5268
573	7081	5255
574	7092	5242
575	7105	5230
576	7116	5217
577	7129	5205
578	7141	5193
579	7153	5180
580	7166	5168
581	7179	5156
582	7191	5143
583	7201	5130
584	7217	5119
585	7229	5107
586	7240	5093
587	7254	5082
588	7263	5068
589	7273	5054
590	7283	5040
591	7303	5033
592	7313	5019
593	7323	5005
594	7332	4991
595	7342	4977
596	7352	4963
597	7362	4949
598	7372	4935
599	7381	4921
600	7409	4918
601	7421	4906
602	7430	4892
603	7439	4877
604	7449	4863
605	7458	4849
606	7468	4835
607	7478	4821
608	7495	4812
609	7505	4798
610	7514	4784
611	7523	4770
612	7533	4756
613	7542	4741
614	7551	4727
615	7561	4713
616	7579	4704
617	7588	4690
618	7598	4677
619	7608	4663
620	7618	4649
621	7627	4635
622	7637	4621
623	7647	4608
624	7671	4602
625	7681	4589
626	7690	4575
627	7706	4564
628	7717	4552
629	7726	4537
630	7752	4533
631	7763	4520
632	7772	4506
633	7781	4492
634	7791	4478
635	7800	4464
636	7809	4450
637	7819	4436
638	7828	4422
639	7838	4408
640	7847	4394
641	7869	4388
642	7884	4377
643	7898	4366
644	7907	4352
645	7917	4338
646	7926	4324
647	7935	4310
648	7945	4296
649	7954	4283
650	7965	4270
651	7976	4257
652	7987	4244
653	8008	4237
654	8023	4226
655	8034	4213
656	8043	4199
657	8052	4185
658	8061	4171
659	8071	4157
660	8080	4144
661	8089	4130
662	8097	4116
663	8107	4102
664	8116	4088
665	8125	4074
666	8134	4061
667	8155	4053
668	8164	4039
669	8185	4031
670	8197	4019
671	8208	4006
672	8217	3992
673	8226	3979
674	8236	3965
675	8246	3952
676	8255	3938
677	8273	3929
678	8282	3915
679	8292	3902
680	8301	3888
681	8318	3878
682	8327	3864
683	8348	3857
684	8360	3844
685	8378	3835
686	8388	3821
687	8397	3808
688	8407	3794
689	8416	3781
690	8434	3771
691	8444	3758
692	8461	3748
693	8470	3734
694	8491	3726
695	8506	3715
696	8515	3701
697	8524	3688
698	8534	3674
699	8549	3663
700	8558	3650
701	8567	3636
702	8576	3623
703	8588	3611
704	8597	3597
705	8607	3584
706	8616	3571
707	8625	3557
708	8635	3544
709	8643	3530
710	8654	3517
711	8663	3504
712	8671	3490
713	8681	3477
714	8691	3464
715	8700	3450
716	8709	3437
717	8719	3424
718	8730	3411
719	8741	3399
720	8750	3386
721	8759	3372
722	8772	3361
723	8786	3349
724	8795	3336
725	8805	3323
726	8814	3310
727	8824	3296
728	8844	3287
729	8853	3274
730	8862	3261
731	8872	3248
732	8882	3235
733	8891	3222
734	8903	3209
735	8913	3197
736	8922	3183
737	8931	3170
738	8941	3157
739	8950	3144
740	8960	3131
741	8969	3118
742	8978	3105
743	8987	3092
744	8996	3079
745	9006	3066
746	9021	3055
747	9030	3042
748	9039	3029
749	9048	3016
750	9057	3003
751	9066	2990
752	9076	2977
753	9085	2964
754	9095	2951
755	9104	2938
756	9113	2925
757	9139	2917
758	9149	2905
759	9157	2891
760	9182	2883
761	9194	2871
762	9203	2858
763	9213	2846
764	9223	2833
765	9241	2822
766	9251	2810
767	9264	2798
768	9287	2789
769	9299	2777
770	9310	2765
771	9322	2753
772	9330	2740
773	9340	2727
774	9352	2715
775	9361	2702
776	9370	2689
777	9380	2676
778	9390	2663
779	9411	2654
780	9421	2641
781	9441	2631
782	9451	2619
783	9475	2610
784	9485	2597
785	9494	2585
786	9504	2572
787	9513	2559
788	9522	2546
789	9539	2535
790	9548	2522
791	9557	2510
792	9578	2500
793	9588	2487
794	9597	2474
795	9606	2461
796	9616	2449
797	9626	2436
798	9635	2424
799	9645	2411
800	9654	2398
801	9666	2386
802	9675	2373
803	9684	2360
804	9694	2348
805	9704	2335
806	9714	2323
807	9724	2310
808	9734	2298
809	9755	2288
810	9766	2275
811	9777	2263
812	9787	2251
813	9796	2238
814	9805	2225
815	9815	2213
816	9825	2200
817	9849	2191
818	9859	2178
819	9878	2168
820	9887	2155
821	9896	2143
822	9905	2130
823	9914	2117
824	9926	2105
825	9940	2093
826	9949	2081
827	9971	2071
828	9981	2058
829	10001	2048
830	10012	2036
831	10021	2023
832	10030	2011
833	10040	1998
834	10049	1985
835	10058	1973
836	10067	1960
837	10077	1948
838	10086	1935
839	10095	1923
840	10104	1910
841	10114	1897
842	10122	1885
843	10132	1872
844	10147	1861
845	10157	1848
846	10166	1836
847	10176	1824
848	10200	1814
849	10211	1802
850	10221	1789
851	10230	1777
852	10246	1765
853	10255	1753
854	10264	1740
855	10274	1728
856	10292	1717
857	10303	1705
858	10315	1693
859	10324	1680
860	10333	1668
861	10343	1655
862	10369	1646
863	10379	1633
864	10389	1621
865	10399	1609
866	10408	1596
867	10417	1584
868	10426	1571
869	10435	1559
870	10444	1546
871	10453	1534
872	10462	1522
873	10471	1509
874	10484	1497
875	10494	1485
876	10515	1474
877	10524	1462
878	10533	1450
879	10543	1437
880	10552	1425
881	10561	1413
882	10578	1401
883	10587	1389
884	10596	1376
885	10606	1364
886	10615	1352
887	10628	1340
888	10649	1329
889	10658	1317
890	10667	1304
891	10675	1292
892	10684	1280
893	10694	1267
894	10703	1255
895	10712	1243
896	10721	1231
897	10729	1218
898	10740	1206
899	10749	1194
900	10759	1182
901	10769	1170
902	10778	1157
903	10788	1145
904	10799	1133
905	10809	1121
906	10821	1109
907	10845	1098
908	10860	1087
909	10869	1075
910	10878	1062
911	10887	1050
912	10910	1039
913	10926	1028
914	10937	1016
915	10946	1003
916	10956	991
917	10965	979
918	10974	967
919	10982	955
920	10992	942
921	11001	930
922	11010	918
923	11019	906
924	11028	894
925	11037	882
926	11056	870
927	11066	858
928	11074	846
929	11083	834
930	11093	822
931	11112	810
932	11132	799
933	11142	787
934	11167	776
935	11178	764
936	11187	752
937	11197	740
938	11206	727
939	11230	716
940	11241	704
941	11251	692
942	11270	681
943	11288	669
944	11299	657
945	11308	645
946	11339	634
947	11352	622
948	11362	610
949	11371	598
950	11380	586
951	11390	574
952	11399	562
953	11408	550
954	11417	538
955	11427	525
956	11436	513
957	11444	501
958	11453	489
959	11462	477
960	11471	465
961	11480	453
962	11489	441
963	11498	429
964	11517	417
965	11526	405
966	11535	393
967	11546	381
968	11555	369
969	11576	358
970	11595	346
971	11607	334
972	11617	322
973	11626	310
974	11635	298
975	11644	286
976	11655	274
977	11674	262
978	11683	250
979	11692	238
980	11702	226
981	11713	214
982	11722	202
983	11731	190
984	11740	178
985	11758	166
986	11767	154
987	11776	143
988	11787	131
989	11801	119
990	11810	107
991	11819	95
992	11828	83
993	11838	71
994	11847	59
995	11858	47
996	11884	35
997	11893	23
998	11902	11
999	11912	0
