iter	Logloss
141	0.3290785733
142	0.3286857062
143	0.3281278899
144	0.3277476496
145	0.3272959283
146	0.3269702771
147	0.3267555935
148	0.3264935803
149	0.3260058098
150	0.3257279274
151	0.3252584962
152	0.3248242419
153	0.3245913075
154	0.3244202639
155	0.3240161268
156	0.3236117972
157	0.3233385987
158	0.3227757238
159	0.3225354426
160	0.3223713427
161	0.3221691582
162	0.321609504
163	0.3210602616
164	0.3207936101
165	0.3205884624
166	0.3202931676
167	0.3200793686
168	0.3198262882
169	0.3195630721
170	0.3192377995
171	0.3189826072
172	0.3188078972
173	0.3185558678
174	0.3184298526
175	0.3182416864
176	0.3179525899
177	0.3176034308
178	0.3173120582
179	0.3163615772
180	0.3160262728
181	0.3156144654
182	0.3151914354
183	0.3149856814
184	0.3147733407
185	0.3145091368
186	0.314283702
187	0.3139807558
188	0.3138650247
189	0.3136460569
190	0.3133821178
191	0.3132169808
192	0.3129078799
193	0.3125489084
194	0.3122638318
195	0.3119355944
196	0.3114119116
197	0.3112891115
198	0.3106372639
199	0.3103013539
200	0.3100694875
201	0.3098747427
202	0.3096793602
203	0.3094663592
204	0.3092484962
205	0.3090633993
206	0.3088037228
207	0.3085792792
208	0.3083246525
209	0.3081125301
210	0.307949504
211	0.3076914561
212	0.3075794914
213	0.3074483828
214	0.30721415
215	0.3068166874
216	0.3066464328
217	0.3063982218
218	0.3060394522
219	0.3056802536
220	0.3053851614
221	0.3050733269
222	0.3049383875
223	0.3048035372
224	0.304616031
225	0.3044253918
226	0.3041786213
227	0.3040174881
228	0.303890517
229	0.3035814294
230	0.3032991707
231	0.3030522128
232	0.3028085361
233	0.3024477279
234	0.302286837
235	0.3021097917
236	0.3019216723
237	0.3016776002
238	0.3010802203
239	0.3008062534
240	0.3006501507
241	0.3000607587
242	0.2996803003
243	0.2995275041
244	0.2994017843
245	0.2991414546
246	0.2989483575
247	0.2986724343
248	0.2985049896
249	0.298256089
250	0.2980395283
251	0.2978696309
252	0.2975985509
253	0.2973978837
254	0.2973058508
255	0.2971121386
256	0.2968314389
257	0.2965323732
258	0.2963242532
259	0.2961164665
260	0.2959810931
261	0.2956836432
262	0.2954205987
263	0.2952092678
264	0.2949961152
265	0.2948321969
266	0.294689244
267	0.294535254
268	0.2943304166
269	0.2938318045
270	0.2936510038
271	0.2935074392
272	0.2933407484
273	0.2928965866
274	0.2926510881
275	0.2924273401
276	0.2921015135
277	0.2919596404
278	0.2918098952
279	0.2916356648
280	0.2914754269
281	0.2913432062
282	0.2911967627
283	0.2910446601
284	0.2908503114
285	0.2907244617
286	0.2905535426
287	0.2904207039
288	0.2901656576
289	0.2899153692
290	0.289696782
291	0.2895599418
292	0.2894375211
293	0.2892242845
294	0.289129345
295	0.2889692426
296	0.2887683381
297	0.2885591478
298	0.2883688092
299	0.2881802933
300	0.2880573541
301	0.2878321396
302	0.2877451532
303	0.2875432748
304	0.2874097166
305	0.2872228046
306	0.2870870476
307	0.2868453958
308	0.286728495
309	0.286456409
310	0.2862252227
311	0.2860383209
312	0.285765363
313	0.2855874791
314	0.2853575433
315	0.285180549
316	0.2849988498
317	0.2848630318
318	0.2847835951
319	0.2845936929
320	0.2844512255
321	0.2842801398
322	0.2841696082
323	0.2840384287
324	0.2839401067
325	0.2838336192
326	0.2836933615
327	0.2835730336
328	0.2833994105
329	0.2832363112
330	0.2831387422
331	0.2830021115
332	0.2828884267
333	0.2824180157
334	0.2822004225
335	0.2820712009
336	0.2819206482
337	0.2816535375
338	0.2814791851
339	0.2812813277
340	0.2811305831
341	0.2810271303
342	0.2808205167
343	0.2806557492
344	0.280523258
345	0.2804176429
346	0.280234656
347	0.2800638595
348	0.2799280436
349	0.2791678967
350	0.2790332439
351	0.278819807
352	0.2786597666
353	0.2784483465
354	0.2783467852
355	0.2781264277
356	0.2780344382
357	0.2778118467
358	0.2776626575
359	0.2775344443
360	0.277240025
361	0.2770176288
362	0.2767973451
363	0.27668771
364	0.2765351502
365	0.2763339637
366	0.276216516
367	0.2760654418
368	0.2759836923
369	0.2757726656
370	0.2756178672
371	0.2754794222
372	0.2753866204
373	0.275287011
374	0.2750884932
375	0.2748571112
376	0.2746990836
377	0.27450011
378	0.2743902967
379	0.2742218829
380	0.274064389
381	0.2739109546
382	0.2737622177
383	0.2736205451
384	0.2734385782
385	0.2733076842
386	0.2731325033
387	0.2730160773
388	0.2729235383
389	0.2727521502
390	0.2725282026
391	0.2723670535
392	0.2722680395
393	0.2721271261
394	0.272012547
395	0.2718015853
396	0.2716489571
397	0.2715173148
398	0.2714559069
399	0.271353149
400	0.2712497051
401	0.271120595
402	0.2709706771
403	0.270856785
404	0.2707377676
405	0.2706676587
406	0.2705181151
407	0.2703713917
408	0.2702535096
409	0.2701015159
410	0.2699766207
411	0.2697959113
412	0.2697204661
413	0.2695359963
414	0.2694174132
415	0.2693511779
416	0.2691725503
417	0.2690888237
418	0.2689627599
419	0.2688944836
420	0.2686989097
421	0.2686239795
422	0.2685022991
423	0.2683971952
424	0.2682510963
425	0.2681474908
426	0.2680333601
427	0.2679522265
428	0.2678847605
429	0.2678098063
430	0.2677273437
431	0.2676292844
432	0.2674254152
433	0.2673531177
434	0.2672461035
435	0.2671683352
436	0.2670579189
437	0.2669291434
438	0.2668564305
439	0.2667743332
440	0.2667035952
441	0.2665574467
442	0.2663639173
443	0.266213672
444	0.2661058832
445	0.2660242938
446	0.2656653024
447	0.2654899513
448	0.2653213702
449	0.2652232615
450	0.2650376032
451	0.2648770353
452	0.2647761441
453	0.2646672329
454	0.2646044431
455	0.2644861305
456	0.2643866815
457	0.264305142
458	0.2642010262
459	0.2640684857
460	0.263978982
461	0.2638642375
462	0.2636674393
463	0.2635856151
464	0.2634801255
465	0.2633911811
466	0.2632904339
467	0.2632256421
468	0.2631611898
469	0.2630242579
470	0.2629004682
471	0.2627855948
472	0.2626947047
473	0.262625564
474	0.2625005201
475	0.2624064575
476	0.2622335866
477	0.2621653634
478	0.2621083717
479	0.2620001797
480	0.2618501603
481	0.2612358806
482	0.2611184096
483	0.2609716449
484	0.2607329747
485	0.2606310483
486	0.2605151723
487	0.2603877382
488	0.2603190784
489	0.2602065039
490	0.2600953056
491	0.2600265508
492	0.2599626237
493	0.2598471805
494	0.2597539377
495	0.2596980673
496	0.2596202691
497	0.259547838
498	0.2594733848
499	0.259406227
500	0.2593502195
501	0.2592901417
502	0.2592196733
503	0.25911533
504	0.2590469128
505	0.2589692528
506	0.2588803886
507	0.2587807879
508	0.2586674653
509	0.2585499604
510	0.2584666231
511	0.2583671553
512	0.258299666
513	0.2582333007
514	0.2581424474
515	0.2580546874
516	0.2580004061
517	0.2578883576
518	0.2577536101
519	0.2576337887
520	0.2575767627
521	0.2574610371
522	0.2573179583
523	0.2572449774
524	0.2571527612
525	0.257025516
526	0.2568988921
527	0.2567870197
528	0.2566724125
529	0.2566084152
530	0.2565368139
531	0.2564641964
532	0.2563630742
533	0.2562601412
534	0.2561626172
535	0.2560442192
536	0.2559711533
537	0.2558616415
538	0.2557786345
539	0.2557249588
540	0.2555838362
541	0.2554935832
542	0.2553856012
543	0.2552582864
544	0.2551387017
545	0.2550374319
546	0.2549426254
547	0.2548426451
548	0.2547692562
549	0.2546924974
550	0.2546241112
551	0.2545001425
552	0.2544051871
553	0.2543447849
554	0.254231554
555	0.2541030312
556	0.2539975029
557	0.2539135584
558	0.2538529732
559	0.253790679
560	0.2536790323
561	0.2532037308
562	0.253121549
563	0.2530231452
564	0.2529379215
565	0.2528899237
566	0.2527911382
567	0.2527255379
568	0.2526328664
569	0.2524893777
570	0.2524214321
571	0.2523001081
572	0.2522244933
573	0.252162107
574	0.2520905437
575	0.2520267606
576	0.2519531593
577	0.2518913789
578	0.2517514099
579	0.2516908756
580	0.2515529311
581	0.2514846694
582	0.2514380044
583	0.2513961394
584	0.2513388768
585	0.2512645681
586	0.2511743265
587	0.2510656472
588	0.2509565217
589	0.2508158243
590	0.2506785743
591	0.2506350681
592	0.2504897853
593	0.2504418617
594	0.2503288425
595	0.2502134435
596	0.2501004812
597	0.2499624753
598	0.2499090901
599	0.2497859764
600	0.2496278438
601	0.2493616516
602	0.2492837225
603	0.2492371475
604	0.2492020235
605	0.2491435847
606	0.249103397
607	0.249000261
608	0.2489428985
609	0.2488873148
610	0.2488233501
611	0.2487634832
612	0.248678648
613	0.2485963775
614	0.2485609603
615	0.2485066427
616	0.2483786732
617	0.2483218972
618	0.248225389
619	0.2481314964
620	0.2480731128
621	0.2479483785
622	0.2475666085
623	0.2474481142
624	0.2473668034
625	0.247311645
626	0.2472267111
627	0.2471919507
628	0.2471060189
629	0.2469614927
630	0.2468656644
631	0.2468099756
632	0.2467585134
633	0.2466115742
634	0.2465086687
635	0.2464064119
636	0.2463735238
637	0.2462717822
638	0.2461498998
639	0.2460719777
640	0.2459826741
641	0.2458687513
642	0.2457536862
643	0.2456666319
644	0.2456208972
645	0.2455149619
646	0.2454295038
647	0.2453557575
648	0.2452787026
649	0.2451642248
650	0.245059813
651	0.2450175444
652	0.244940355
653	0.2447638962
654	0.2447094349
655	0.2443551185
656	0.2443176566
657	0.2441892126
658	0.2441083038
659	0.2440497909
660	0.244021117
661	0.2439713565
662	0.2439297782
663	0.2438160789
664	0.2437705418
665	0.2436789257
666	0.2436117754
667	0.2435269637
668	0.2434582416
669	0.2433690906
670	0.2432722925
671	0.2432148124
672	0.243179919
673	0.2431044933
674	0.2429774346
675	0.2428689703
676	0.2428101116
677	0.2427584985
678	0.2427004386
679	0.2426106436
680	0.2425520814
681	0.2424997344
682	0.2424410545
683	0.2423706753
684	0.2422564894
685	0.2421508603
686	0.2420764353
687	0.2419990504
688	0.2419229128
689	0.2417841568
690	0.2416629932
691	0.2415884073
692	0.2414571794
693	0.2414047767
694	0.2413559906
695	0.2412811433
696	0.2412479885
697	0.2411761781
698	0.2411442513
699	0.2410879257
700	0.241033456
701	0.240957508
702	0.2409113196
703	0.2408077925
704	0.2407284393
705	0.2406600674
706	0.2405708604
707	0.2405033023
708	0.240451596
709	0.240400308
710	0.2403416997
711	0.2402984653
712	0.2402628886
713	0.2402138749
714	0.240168666
715	0.2400830324
716	0.2399947662
717	0.2399047389
718	0.2398316008
719	0.2397476617
720	0.2396366507
721	0.2395949333
722	0.2395360042
723	0.2394793087
724	0.239432445
725	0.2393846579
726	0.2393064094
727	0.2392658782
728	0.239202237
729	0.2390943025
730	0.2389793717
731	0.2389190306
732	0.2388073749
733	0.2387446936
734	0.2386794759
735	0.2385536237
736	0.2384888823
737	0.2384083053
738	0.2383511105
739	0.2382583197
740	0.2382175455
741	0.2381759607
742	0.2381351603
743	0.2380749843
744	0.238009746
745	0.2379156636
746	0.2378361865
747	0.237793725
748	0.2377267301
749	0.2376854366
750	0.2376106383
751	0.237572266
752	0.2374740842
753	0.2373270666
754	0.2372775082
755	0.2372230454
756	0.2371706088
757	0.2371227904
758	0.2370399468
759	0.2369712102
760	0.2368999919
761	0.2368313072
762	0.2367743033
763	0.2366462482
764	0.2365637046
765	0.2364955797
766	0.236401757
767	0.2362669912
768	0.2362015304
769	0.2361261634
770	0.2360325179
771	0.2359500061
772	0.2359079526
773	0.2358512378
774	0.2357802196
775	0.2357216507
776	0.2356106381
777	0.2355266053
778	0.2354085155
779	0.2353588365
780	0.2352351941
781	0.2351268791
782	0.2349583794
783	0.2349194081
784	0.2348694692
785	0.2347983904
786	0.2347447634
787	0.2346999267
788	0.2346370305
789	0.2345338734
790	0.2344681324
791	0.2344287023
792	0.2344069648
793	0.2343443828
794	0.2342572224
795	0.2341622045
796	0.2340536476
797	0.2340142935
798	0.2339034269
799	0.2338390367
800	0.2337483711
801	0.233644252
802	0.2335907708
803	0.2334676796
804	0.2333483205
805	0.233209582
806	0.2331419701
807	0.2330416567
808	0.2329964221
809	0.2329693713
810	0.2328896625
811	0.2328136928
812	0.2327604537
813	0.2326980494
814	0.2326099691
815	0.2325244611
816	0.2324280769
817	0.2321637578
818	0.2320597904
819	0.2320030153
820	0.2319300621
821	0.2317829771
822	0.2317392643
823	0.2316118667
824	0.2314701573
825	0.2314389249
826	0.231355268
827	0.2312474744
828	0.2311886357
829	0.2311124881
830	0.2310108264
831	0.2309463889
832	0.2308136044
833	0.2307203009
834	0.2306963886
835	0.230605347
836	0.2305301862
837	0.230465551
838	0.2304133256
839	0.2303250176
840	0.2302838705
841	0.2302589424
842	0.2302160417
843	0.2301695885
844	0.2301266124
845	0.229998657
846	0.2299005218
847	0.2298413179
848	0.2297944023
849	0.2297332471
850	0.2295925955
851	0.2295279583
852	0.2294296873
853	0.2293972664
854	0.2293049522
855	0.2292576131
856	0.2291969491
857	0.229130544
858	0.2288498557
859	0.2287949323
860	0.2287099474
861	0.2286231778
862	0.2285266692
863	0.2284059596
864	0.2283456713
865	0.2282259095
866	0.2281820269
867	0.2281277503
868	0.2280723358
869	0.2280396122
870	0.2279797585
871	0.227909091
872	0.227871264
873	0.2277862415
874	0.2276642613
875	0.2275472059
876	0.227508528
877	0.227474717
878	0.2273670387
879	0.2273160566
880	0.2272430779
881	0.2270733748
882	0.2269858495
883	0.2269024104
884	0.2268260412
885	0.2268019541
886	0.2267703443
887	0.2266506562
888	0.2265661748
889	0.2265305662
890	0.2264952574
891	0.2264601924
892	0.2264087009
893	0.226375649
894	0.2263371755
895	0.2262543803
896	0.2262233694
897	0.226194981
898	0.2261057659
899	0.2260306835
900	0.2259441695
901	0.2258833635
902	0.2258405054
903	0.2257849799
904	0.2257336627
905	0.2256283375
906	0.2255107107
907	0.2254471147
908	0.2253878564
909	0.2253434798
910	0.2252885548
911	0.2252463491
912	0.2251653958
913	0.2250806099
914	0.2250170074
915	0.2249735772
916	0.2249174873
917	0.2248523966
918	0.2247707996
919	0.2247171444
920	0.2246088492
921	0.2245321525
922	0.2244577549
923	0.2244121046
924	0.2243522385
925	0.2243026631
926	0.2242614617
927	0.2241807982
928	0.2241488195
929	0.2241280709
930	0.2240395972
931	0.223964457
932	0.2239231883
933	0.2238826076
934	0.2238348409
935	0.2238164029
936	0.2237533573
937	0.2236689927
938	0.223583597
939	0.2235464454
940	0.2234900587
941	0.2234390827
942	0.2233886475
943	0.2233367303
944	0.2232958955
945	0.22323384
946	0.2231476972
947	0.2230766712
948	0.2230122409
949	0.222948826
950	0.2228713114
951	0.222844012
952	0.2227792249
953	0.222701344
954	0.2226547366
955	0.2225900166
956	0.2225212319
957	0.2224847234
958	0.2224566668
959	0.2224250295
960	0.2223625521
961	0.2223187479
962	0.2222636724
963	0.2222302636
964	0.2221592684
965	0.2221258219
966	0.2220469788
967	0.2220115582
968	0.2219390351
969	0.221901002
970	0.2218477942
971	0.2217592651
972	0.2217266636
973	0.2216756261
974	0.2215988044
975	0.2215348083
976	0.2214901603
977	0.2213913811
978	0.2213518291
979	0.2212915161
980	0.221186026
981	0.2211415989
982	0.2210730269
983	0.2210144735
984	0.2209869037
985	0.2209331577
986	0.2208824932
987	0.220828772
988	0.2206868345
989	0.2206259147
990	0.2205419532
991	0.2204893336
992	0.2204549767
993	0.2203793077
994	0.2203165332
995	0.2202688212
996	0.2202328442
997	0.2201626829
998	0.2201293642
999	0.2200474514
