iter	Logloss
281	0.3384867532
282	0.3383302042
283	0.3380921973
284	0.337859749
285	0.3377674873
286	0.3376524706
287	0.3374858965
288	0.3373632998
289	0.3371469115
290	0.3369765562
291	0.3367690666
292	0.336671536
293	0.336564273
294	0.3364742119
295	0.3362854767
296	0.3361846204
297	0.33606394
298	0.3359556987
299	0.3357411414
300	0.3356381512
301	0.3355268515
302	0.3354441005
303	0.3352658145
304	0.3350996624
305	0.3349768364
306	0.334840042
307	0.3347348539
308	0.3346114485
309	0.3345221648
310	0.3343992085
311	0.3342952188
312	0.3341854358
313	0.334063629
314	0.3339589947
315	0.3337976963
316	0.3336649855
317	0.3335895547
318	0.3335078476
319	0.333378546
320	0.3332639068
321	0.3330764733
322	0.3329900804
323	0.3328515569
324	0.3327548581
325	0.3325374933
326	0.3324174939
327	0.3323010277
328	0.3322389985
329	0.3320943077
330	0.3320074274
331	0.3317883211
332	0.331686664
333	0.3316117628
334	0.3315305401
335	0.3314281018
336	0.331330307
337	0.3311883454
338	0.3310842592
339	0.3309712877
340	0.3308671803
341	0.3307797637
342	0.3305770107
343	0.3304169045
344	0.3303083935
345	0.3302430346
346	0.3301344632
347	0.3300510852
348	0.3299771442
349	0.3298906856
350	0.3297923002
351	0.3296431059
352	0.3295597809
353	0.3294766926
354	0.3293583219
355	0.329291909
356	0.3291678527
357	0.3289538189
358	0.3288813526
359	0.328820649
360	0.3287312884
361	0.3286114039
362	0.328529923
363	0.328443313
364	0.3283681144
365	0.3283079931
366	0.3281699619
367	0.3280951284
368	0.3280403282
369	0.3279226163
370	0.3278376441
371	0.3277640094
372	0.3276053658
373	0.327488131
374	0.3274131571
375	0.3273213009
376	0.3272770888
377	0.3272211902
378	0.3270596492
379	0.3269848011
380	0.3269212175
381	0.3268696569
382	0.3267690021
383	0.3265952145
384	0.3265165005
385	0.3264432245
386	0.3263711056
387	0.3263202862
388	0.3262670777
389	0.3261845883
390	0.3261393611
391	0.3260618814
392	0.3260006194
393	0.3259116266
394	0.3258025937
395	0.3257398033
396	0.325654896
397	0.3256191821
398	0.3255425792
399	0.3254584211
400	0.3253624017
401	0.3252541358
402	0.3251638888
403	0.32508271
404	0.3249348438
405	0.3248534905
406	0.3247978745
407	0.3247170558
408	0.3246614091
409	0.324543092
410	0.3244576344
411	0.3244194401
412	0.3243553692
413	0.3242263451
414	0.3241461141
415	0.3240657627
416	0.323948048
417	0.3239125083
418	0.3238179715
419	0.3236940261
420	0.3236303553
421	0.323581779
422	0.3235154863
423	0.3234784564
424	0.3234157302
425	0.3233460405
426	0.3232449652
427	0.3231822401
428	0.3231068988
429	0.323062135
430	0.3229764643
431	0.3228499204
432	0.3228071533
433	0.3227451927
434	0.3226779928
435	0.3226066066
436	0.3225355346
437	0.3224790206
438	0.3224219164
439	0.3223589487
440	0.3223030648
441	0.322190952
442	0.3221330485
443	0.3220483275
444	0.321976427
445	0.321891081
446	0.3218309996
447	0.3217277071
448	0.3216577094
449	0.3215426829
450	0.3214963165
451	0.3214333912
452	0.3213956514
453	0.3212927967
454	0.3211912442
455	0.3211199161
456	0.3210734349
457	0.3210114287
458	0.3209916861
459	0.3209407375
460	0.3208693095
461	0.3208181427
462	0.3207668244
463	0.3207087785
464	0.3206469658
465	0.3205847534
466	0.3205456682
467	0.3204993438
468	0.3204687814
469	0.3204147924
470	0.3203525977
471	0.320314004
472	0.3202755969
473	0.3202234616
474	0.3202007339
475	0.3201686014
476	0.3200573015
477	0.3199538708
478	0.3198763369
479	0.3198477009
480	0.3197962515
481	0.3197412721
482	0.3196815065
483	0.3195328037
484	0.3195065613
485	0.3194521521
486	0.3194194773
487	0.3193511015
488	0.3193145172
489	0.3192307557
490	0.3191518305
491	0.3190887699
492	0.3190148148
493	0.3189657335
494	0.3188456305
495	0.3188117128
496	0.3187474247
497	0.3187231754
498	0.3186936315
499	0.3186571295
500	0.3185349604
501	0.3185108403
502	0.3184758588
503	0.3183970615
504	0.3183678321
505	0.3182797335
506	0.3182277826
507	0.3181798949
508	0.3181355764
509	0.3180955304
510	0.3180046605
511	0.3179741347
512	0.3178970107
513	0.3178549792
514	0.3178271644
515	0.3177794741
516	0.3177400569
517	0.3176865167
518	0.3176614151
519	0.3176197283
520	0.3175807929
521	0.3175423242
522	0.3174920344
523	0.3174424471
524	0.3173613983
525	0.3173202664
526	0.3172769676
527	0.3172146192
528	0.3171606563
529	0.3171220208
530	0.317091206
531	0.3170411628
532	0.3170066342
533	0.3169521732
534	0.3169143621
535	0.3168750851
536	0.316823631
537	0.3167654029
538	0.3167229374
539	0.3166923679
540	0.3166571932
541	0.3166136674
542	0.3165519659
543	0.3165348858
544	0.3165181549
545	0.3164755825
546	0.3164532925
547	0.3164252162
548	0.3163180818
549	0.3162579115
550	0.3162276617
551	0.3161927978
552	0.3161539454
553	0.3160869644
554	0.3160298108
555	0.3159541546
556	0.3159154625
557	0.3158655504
558	0.3158422788
559	0.3157794203
560	0.3157437659
561	0.3157205343
562	0.315685637
563	0.3156671917
564	0.3155680864
565	0.3155278981
566	0.3154854434
567	0.3154507505
568	0.3153554761
569	0.3153236427
570	0.3152738987
571	0.3152231172
572	0.3151687066
573	0.3151471076
574	0.3150320497
575	0.3150060508
576	0.3149445545
577	0.3148917809
578	0.3148503152
579	0.3147493824
580	0.3147027891
581	0.3146658208
582	0.3146045194
583	0.314472117
584	0.3143928985
585	0.3143800891
586	0.3141804432
587	0.314133425
588	0.3140964427
589	0.3140738948
590	0.3140283954
591	0.3140060346
592	0.3139776629
593	0.3139471772
594	0.313923506
595	0.313875573
596	0.3138050387
597	0.3137947316
598	0.3137788773
599	0.3136944608
600	0.3136124747
601	0.3135832374
602	0.3135363728
603	0.3134751278
604	0.3134326399
605	0.3133435847
606	0.3132978433
607	0.313256324
608	0.3132275698
609	0.313100974
610	0.3130510537
611	0.3129785147
612	0.3128471367
613	0.3127160655
614	0.3126727228
615	0.3125524867
616	0.3125241247
617	0.3124816322
618	0.312396818
619	0.3123289409
620	0.3123082179
621	0.3122545588
622	0.3122003137
623	0.3121746318
624	0.3121434667
625	0.3120743553
626	0.3120534731
627	0.312023844
628	0.3119669855
629	0.3119334434
630	0.3119188063
631	0.3117771575
632	0.3117522578
633	0.3117267855
634	0.3117054111
635	0.3116505657
636	0.3115898682
637	0.3115637173
638	0.3115376518
639	0.3115060673
640	0.3114703909
641	0.3114295322
642	0.3113059007
643	0.3112812684
644	0.3112564184
645	0.3112377369
646	0.3112136876
647	0.3111763997
648	0.3111398811
649	0.3111223224
650	0.311107271
651	0.3110633697
652	0.3109729726
653	0.310954717
654	0.3109221482
655	0.3108967328
656	0.3108531537
657	0.3108209082
658	0.3107579633
659	0.3106864681
660	0.3106085227
661	0.3105860591
662	0.3105692366
663	0.3104913977
664	0.3104779175
665	0.3104097072
666	0.310379109
667	0.3103467955
668	0.3103219089
669	0.310276217
670	0.3102366491
671	0.3102037287
672	0.3101662201
673	0.3101509262
674	0.3101286798
675	0.3100511287
676	0.3100141587
677	0.3099862274
678	0.3099581988
679	0.3099154168
680	0.3098973802
681	0.3098810042
682	0.309844934
683	0.3098144692
684	0.3097852378
685	0.3097479288
686	0.3096088846
687	0.3095846124
688	0.3095535834
689	0.3095062215
690	0.3094761469
691	0.3094558665
692	0.309411841
693	0.3093733816
694	0.3093588649
695	0.3093152483
696	0.309279966
697	0.3091899264
698	0.3091604046
699	0.3091444035
700	0.3091154702
701	0.3091002112
702	0.3090170293
703	0.3089734218
704	0.3089447854
705	0.3089184154
706	0.3089005659
707	0.3088025371
708	0.308788241
709	0.3087780882
710	0.3087339047
711	0.3087161074
712	0.3086416608
713	0.3085546065
714	0.3085335589
715	0.3085028299
716	0.3084810897
717	0.3084633781
718	0.308366793
719	0.3083319137
720	0.3083160928
721	0.3083047734
722	0.308291588
723	0.3082612893
724	0.3082402138
725	0.3082250761
726	0.3081870905
727	0.3081265894
728	0.3081026608
729	0.3080482405
730	0.3080165892
731	0.307993736
732	0.3079091988
733	0.3078998116
734	0.3078591429
735	0.3078418925
736	0.307810971
737	0.3077941504
738	0.30775924
739	0.3077277504
740	0.307715287
741	0.3076646979
742	0.3076355191
743	0.3076165968
744	0.3075893138
745	0.3075543821
746	0.307536454
747	0.3074484979
748	0.3074084497
749	0.3073919102
750	0.3073014133
751	0.3072678891
752	0.3071981286
753	0.3071442582
754	0.3070574306
755	0.3069892688
756	0.3069523294
757	0.3069142664
758	0.306897151
759	0.3068331928
760	0.3068063949
761	0.3067495458
762	0.3066618022
763	0.3065695469
764	0.3064707207
765	0.3064284531
766	0.3064040928
767	0.306334858
768	0.3062916854
769	0.3062490057
770	0.3062317784
771	0.3062096058
772	0.3061561767
773	0.3061433078
774	0.3061336347
775	0.3061014805
776	0.3060492854
777	0.3060300639
778	0.3059985874
779	0.3059840431
780	0.3059558932
781	0.3059398256
782	0.3059090865
783	0.3058859037
784	0.3058031368
785	0.3057759284
786	0.3057457389
787	0.3056639465
788	0.3056303811
789	0.3056151462
790	0.3056001812
791	0.305580896
792	0.3054899734
793	0.3054488886
794	0.3054404268
795	0.3053938436
796	0.3053031182
797	0.3052768705
798	0.3052402807
799	0.3052244065
800	0.3051798159
801	0.3051186754
802	0.3050847684
803	0.3050590577
804	0.3050414411
805	0.3050186007
806	0.3050077078
807	0.3049217945
808	0.3048825295
809	0.3048609912
810	0.3048259543
811	0.3048085989
812	0.3047755317
813	0.3047454863
814	0.304735942
815	0.3046858203
816	0.3046194341
817	0.3045945527
818	0.3045800854
819	0.3045696842
820	0.304532218
821	0.3045085677
822	0.3044776694
823	0.3044608739
824	0.3044358453
825	0.3043906974
826	0.3043335424
827	0.3043217127
828	0.3042844201
829	0.3041944997
830	0.3041699699
831	0.3041493051
832	0.3041259187
833	0.3041171404
834	0.3040937848
835	0.3040765909
836	0.3039992872
837	0.3039393395
838	0.3039212278
839	0.3039014614
840	0.3038863373
841	0.3038594533
842	0.3037771594
843	0.3037021024
844	0.303601715
845	0.3035684515
846	0.3035475213
847	0.3035218949
848	0.3035126501
849	0.303501388
850	0.3034730624
851	0.3034567115
852	0.3034141811
853	0.3033837953
854	0.3033584491
855	0.3033325488
856	0.3033217947
857	0.3032735608
858	0.3032602528
859	0.3032427608
860	0.3032110196
861	0.3032067703
862	0.3031589356
863	0.3031461422
864	0.3031313236
865	0.3031195274
866	0.303100459
867	0.3030726193
868	0.3030268821
869	0.3029939618
870	0.3029726417
871	0.3029626981
872	0.302890218
873	0.3028789755
874	0.3028654409
875	0.3028409595
876	0.3028351675
877	0.3028172637
878	0.3027735798
879	0.3027599701
880	0.3026658713
881	0.3026558443
882	0.302638054
883	0.3026159006
884	0.3025946498
885	0.3025769431
886	0.3025076789
887	0.3024942729
888	0.3024600838
889	0.3024322914
890	0.3023534132
891	0.3023248987
892	0.3022761793
893	0.3022676257
894	0.3022158015
895	0.3021673365
896	0.3020638568
897	0.3020487805
898	0.3020364722
899	0.3019796059
900	0.3019721854
901	0.301962761
902	0.3018535868
903	0.3017789631
904	0.3017640362
905	0.3017228058
906	0.3017153624
907	0.3017104496
908	0.3016919757
909	0.3016661623
910	0.3016517453
911	0.3016168496
912	0.3015288612
913	0.3015037602
914	0.3014923442
915	0.3014726698
916	0.301408162
917	0.3013905735
918	0.3013394178
919	0.3012863584
920	0.3012793732
921	0.3012608803
922	0.3012466557
923	0.3012250872
924	0.3012064929
925	0.3011963613
926	0.3011531238
927	0.3010955201
928	0.3010843124
929	0.3010225294
930	0.3009231729
931	0.300903622
932	0.300894472
933	0.3008697263
934	0.3008623054
935	0.3008353304
936	0.3008086769
937	0.3008028927
938	0.3007458766
939	0.3007226115
940	0.3006724019
941	0.3006656803
942	0.3006483995
943	0.3006442154
944	0.3006209521
945	0.3006102861
946	0.3005577881
947	0.3005352497
948	0.3005205126
949	0.3004964797
950	0.3004805268
951	0.30045582
952	0.3004341735
953	0.3004238049
954	0.3003964958
955	0.3003683639
956	0.3003504133
957	0.3003376688
958	0.3003254331
959	0.3003063463
960	0.3002846191
961	0.3002681206
962	0.3002532403
963	0.3002251955
964	0.3001651262
965	0.3001031713
966	0.3000883203
967	0.3000590135
968	0.3000435498
969	0.3000153094
970	0.3000043269
971	0.2999955383
972	0.2999196562
973	0.2998554641
974	0.2998283409
975	0.2997003247
976	0.2996941667
977	0.299585692
978	0.2995756807
979	0.2995697743
980	0.2995452555
981	0.2995255929
982	0.2995144766
983	0.2994420895
984	0.2993701516
985	0.299336713
986	0.2993228528
987	0.2993056293
988	0.2992647966
989	0.2992434822
990	0.2992014444
991	0.2991941495
992	0.2991584071
993	0.2991525083
994	0.299118914
995	0.2990403349
996	0.2990153202
997	0.2989907133
998	0.2989283802
999	0.2988968148
