iter	Passed	Remaining
405	5928	8673
406	5945	8662
407	5962	8651
408	5980	8641
409	5997	8631
410	6015	8621
411	6033	8610
412	6050	8600
413	6068	8589
414	6085	8577
415	6101	8565
416	6117	8552
417	6133	8540
418	6150	8528
419	6168	8518
420	6183	8504
421	6200	8492
422	6218	8482
423	6236	8472
424	6250	8456
425	6264	8440
426	6284	8433
427	6301	8422
428	6319	8411
429	6336	8400
430	6353	8387
431	6371	8377
432	6389	8366
433	6407	8356
434	6427	8347
435	6443	8335
436	6461	8324
437	6478	8312
438	6495	8300
439	6511	8287
440	6528	8275
441	6547	8265
442	6565	8254
443	6584	8245
444	6602	8234
445	6624	8228
446	6642	8217
447	6659	8205
448	6677	8194
449	6694	8182
450	6713	8171
451	6730	8159
452	6748	8148
453	6767	8138
454	6786	8128
455	6805	8118
456	6822	8106
457	6840	8095
458	6858	8083
459	6874	8070
460	6891	8057
461	6908	8045
462	6928	8035
463	6945	8022
464	6963	8011
465	6983	8002
466	7000	7990
467	7017	7977
468	7034	7964
469	7052	7952
470	7069	7940
471	7087	7928
472	7104	7916
473	7122	7903
474	7138	7890
475	7156	7877
476	7174	7866
477	7191	7853
478	7209	7841
479	7226	7829
480	7244	7817
481	7260	7802
482	7277	7790
483	7296	7778
484	7312	7764
485	7330	7752
486	7348	7741
487	7367	7730
488	7386	7718
489	7403	7705
490	7423	7695
491	7440	7682
492	7461	7672
493	7478	7660
494	7496	7648
495	7513	7634
496	7530	7621
497	7547	7607
498	7565	7595
499	7580	7580
500	7595	7565
501	7609	7548
502	7622	7531
503	7636	7514
504	7649	7498
505	7664	7482
506	7682	7470
507	7700	7457
508	7718	7445
509	7734	7431
510	7751	7418
511	7768	7404
512	7789	7394
513	7807	7381
514	7823	7368
515	7839	7353
516	7856	7340
517	7873	7326
518	7890	7312
519	7907	7299
520	7930	7291
521	7949	7279
522	7966	7265
523	7983	7252
524	8002	7239
525	8018	7226
526	8036	7212
527	8053	7199
528	8068	7183
529	8085	7170
530	8103	7156
531	8119	7142
532	8135	7128
533	8153	7114
534	8172	7103
535	8187	7087
536	8204	7073
537	8222	7060
538	8238	7046
539	8255	7032
540	8272	7018
541	8288	7003
542	8304	6989
543	8322	6976
544	8341	6964
545	8357	6949
546	8375	6935
547	8392	6922
548	8409	6908
549	8426	6894
550	8442	6879
551	8459	6865
552	8476	6851
553	8493	6837
554	8507	6821
555	8523	6806
556	8540	6792
557	8558	6779
558	8575	6765
559	8594	6752
560	8611	6738
561	8628	6724
562	8645	6710
563	8660	6695
564	8675	6679
565	8692	6665
566	8710	6651
567	8727	6637
568	8744	6623
569	8761	6609
570	8777	6594
571	8794	6580
572	8811	6566
573	8828	6552
574	8844	6537
575	8860	6522
576	8878	6508
577	8895	6494
578	8913	6481
579	8932	6468
580	8948	6453
581	8966	6439
582	8982	6424
583	8999	6410
584	9016	6396
585	9032	6381
586	9048	6366
587	9064	6351
588	9082	6337
589	9098	6322
590	9115	6308
591	9131	6293
592	9147	6278
593	9163	6263
594	9180	6248
595	9195	6233
596	9212	6219
597	9228	6203
598	9246	6189
599	9263	6175
600	9281	6161
601	9298	6147
602	9315	6133
603	9332	6118
604	9349	6104
605	9368	6091
606	9385	6076
607	9401	6061
608	9419	6047
609	9436	6032
610	9454	6019
611	9472	6005
612	9489	5990
613	9507	5976
614	9523	5962
615	9540	5947
616	9556	5932
617	9576	5919
618	9595	5905
619	9612	5891
620	9628	5876
621	9646	5862
622	9663	5847
623	9679	5832
624	9694	5816
625	9710	5801
626	9727	5787
627	9743	5771
628	9761	5757
629	9776	5742
630	9793	5726
631	9810	5712
632	9827	5698
633	9844	5682
634	9859	5667
635	9876	5652
636	9892	5637
637	9907	5621
638	9923	5606
639	9940	5591
640	9957	5576
641	9974	5562
642	9990	5547
643	10007	5532
644	10024	5517
645	10039	5501
646	10055	5486
647	10071	5471
648	10088	5456
649	10105	5441
650	10121	5426
651	10139	5411
652	10157	5397
653	10173	5382
654	10191	5368
655	10207	5352
656	10223	5337
657	10239	5321
658	10254	5306
659	10271	5291
660	10290	5277
661	10307	5262
662	10324	5248
663	10343	5234
664	10360	5219
665	10378	5204
666	10397	5190
667	10411	5174
668	10427	5159
669	10443	5144
670	10461	5129
671	10478	5114
672	10495	5099
673	10511	5084
674	10528	5069
675	10546	5055
676	10564	5040
677	10578	5024
678	10591	5007
679	10607	4991
680	10623	4976
681	10638	4960
682	10654	4945
683	10668	4928
684	10681	4911
685	10695	4895
686	10709	4879
687	10723	4863
688	10736	4846
689	10750	4829
690	10764	4813
691	10777	4797
692	10791	4780
693	10810	4766
694	10826	4751
695	10843	4736
696	10860	4721
697	10878	4706
698	10894	4691
699	10911	4676
700	10928	4661
701	10944	4645
702	10962	4631
703	10981	4617
704	10998	4602
705	11016	4587
706	11033	4572
707	11051	4557
708	11068	4543
709	11085	4527
710	11102	4512
711	11120	4498
712	11138	4483
713	11156	4468
714	11173	4453
715	11190	4438
716	11207	4423
717	11225	4408
718	11244	4394
719	11262	4379
720	11278	4364
721	11293	4348
722	11308	4332
723	11321	4316
724	11335	4299
725	11348	4282
726	11361	4266
727	11375	4250
728	11389	4234
729	11403	4217
730	11417	4201
731	11431	4185
732	11445	4169
733	11458	4152
734	11472	4136
735	11485	4119
736	11499	4103
737	11512	4087
738	11526	4070
739	11541	4055
740	11554	4038
741	11568	4022
742	11582	4006
743	11595	3989
744	11609	3973
745	11622	3957
746	11636	3941
747	11650	3925
748	11664	3908
749	11678	3892
750	11692	3876
751	11706	3860
752	11720	3844
753	11735	3828
754	11748	3812
755	11764	3796
756	11779	3781
757	11794	3765
758	11807	3749
759	11820	3732
760	11834	3716
761	11848	3700
762	11861	3684
763	11875	3668
764	11889	3652
765	11902	3636
766	11915	3619
767	11929	3603
768	11942	3587
769	11956	3571
770	11969	3555
771	11983	3539
772	11997	3523
773	12011	3507
774	12023	3490
775	12036	3474
776	12050	3458
777	12063	3442
778	12076	3426
779	12089	3409
780	12102	3393
781	12115	3377
782	12129	3361
783	12142	3345
784	12155	3329
785	12168	3313
786	12181	3296
787	12195	3281
788	12208	3264
789	12221	3248
790	12234	3232
791	12248	3216
792	12261	3200
793	12275	3184
794	12287	3168
795	12301	3152
796	12315	3136
797	12328	3120
798	12342	3104
799	12354	3088
800	12367	3072
801	12381	3056
802	12395	3040
803	12408	3025
804	12421	3008
805	12434	2992
806	12447	2976
807	12460	2960
808	12473	2944
809	12486	2928
810	12499	2913
811	12513	2897
812	12528	2881
813	12541	2865
814	12554	2849
815	12567	2833
816	12580	2818
817	12594	2802
818	12607	2786
819	12619	2770
820	12633	2754
821	12646	2738
822	12659	2722
823	12672	2706
824	12684	2690
825	12697	2674
826	12711	2659
827	12724	2643
828	12737	2627
829	12750	2611
830	12763	2595
831	12776	2579
832	12789	2564
833	12801	2548
834	12814	2532
835	12827	2516
836	12840	2500
837	12853	2484
838	12866	2469
839	12879	2453
840	12892	2437
841	12905	2421
842	12919	2406
843	12932	2390
844	12946	2374
845	12959	2359
846	12972	2343
847	12985	2327
848	12998	2311
849	13010	2296
850	13024	2280
851	13037	2264
852	13050	2249
853	13063	2233
854	13076	2217
855	13089	2202
856	13102	2186
857	13116	2170
858	13129	2155
859	13142	2139
860	13155	2123
861	13168	2108
862	13181	2092
863	13194	2076
864	13206	2061
865	13219	2045
866	13233	2029
867	13245	2014
868	13259	1998
869	13273	1983
870	13286	1967
871	13299	1952
872	13311	1936
873	13324	1920
874	13337	1905
875	13350	1889
876	13362	1874
877	13375	1858
878	13388	1843
879	13400	1827
880	13415	1812
881	13428	1796
882	13441	1781
883	13454	1765
884	13467	1750
885	13480	1734
886	13494	1719
887	13508	1703
888	13521	1688
889	13534	1672
890	13547	1657
891	13560	1641
892	13574	1626
893	13587	1611
894	13600	1595
895	13614	1580
896	13627	1564
897	13640	1549
898	13653	1533
899	13667	1518
900	13679	1503
901	13692	1487
902	13705	1472
903	13718	1456
904	13731	1441
905	13746	1426
906	13762	1411
907	13777	1395
908	13790	1380
909	13803	1365
910	13816	1349
911	13829	1334
912	13842	1319
913	13855	1303
914	13867	1288
915	13880	1272
916	13894	1257
917	13907	1242
918	13920	1226
919	13933	1211
920	13946	1196
921	13959	1180
922	13972	1165
923	13984	1150
924	13997	1134
925	14009	1119
926	14022	1104
927	14035	1088
928	14048	1073
929	14061	1058
930	14075	1043
931	14087	1027
932	14100	1012
933	14113	997
934	14125	981
935	14138	966
936	14151	951
937	14163	936
938	14176	920
939	14189	905
940	14202	890
941	14215	875
942	14227	860
943	14240	844
944	14252	829
945	14265	814
946	14279	799
947	14292	783
948	14304	768
949	14317	753
950	14330	738
951	14343	723
952	14357	708
953	14370	692
954	14382	677
955	14395	662
956	14408	647
957	14421	632
958	14433	617
959	14447	601
960	14460	586
961	14473	571
962	14487	556
963	14500	541
964	14513	526
965	14527	511
966	14540	496
967	14554	481
968	14567	466
969	14580	450
970	14593	435
971	14606	420
972	14619	405
973	14632	390
974	14645	375
975	14659	360
976	14671	345
977	14686	330
978	14699	315
979	14711	300
980	14726	285
981	14739	270
982	14752	255
983	14765	240
984	14778	225
985	14791	210
986	14803	194
987	14817	179
988	14830	164
989	14843	149
990	14856	134
991	14869	119
992	14882	104
993	14894	89
994	14908	74
995	14922	59
996	14935	44
997	14948	29
998	14962	14
999	14975	0
